Year,主权_Mean_Cosine_Similarity,偏见_Mean_Cosine_Similarity,分裂_Mean_Cosine_Similarity,创伤_Mean_Cosine_Similarity,恐怖主义_Mean_Cosine_Similarity,欺凌_Mean_Cosine_Similarity,精神病_Mean_Cosine_Similarity,阴谋_Mean_Cosine_Similarity,主权_Semantic_Breadth,偏见_Semantic_Breadth,分裂_Semantic_Breadth,创伤_Semantic_Breadth,恐怖主义_Semantic_Breadth,欺凌_Semantic_Breadth,精神病_Semantic_Breadth,阴谋_Semantic_Breadth
1979,0.30941635,0.30258814,0.29277045,0.29484668,,0.2909903,,0.30056897,3.231891230162132,3.304822246208156,3.4156453149338346,3.391593174165477,,3.4365407505560723,,3.3270234331318447
1980,0.32106766,0.29609632,0.29039586,0.29266667,0.29206914,,0.2666587,0.29695767,3.1146082938999893,3.377279337283138,3.443575311666544,3.4168564103775623,3.4238468670173936,,3.750112125277212,3.367483299790069
1981,0.3172206,0.29863226,0.2889023,0.29421237,0.28816497,0.32141712,0.27802986,0.30162942,3.152380409270551,3.348600001037879,3.461377623761947,3.3989053425051474,3.470234389317351,3.111221923771872,3.596735988570858,3.315326424137368
1982,0.32716468,0.3174118,0.29347557,0.30252877,0.30383405,0.3315507,0.27431902,0.32022154,3.056564665587218,3.15048138724555,3.407438669635435,3.3054707624659634,3.2912703400369927,3.016130074665202,3.645390645718199,3.1228379879034165
1983,0.29834217,0.2962656,0.30643857,0.30763495,0.3037908,0.31051302,0.26808557,0.31577167,3.351856043662073,3.3753496621676,3.263296834621428,3.2506059569198054,3.29173883664223,3.2204768785905253,3.730152291283858,3.166845216652027
1984,0.31083786,0.2904235,0.2844854,0.28427017,0.28767207,0.28973198,0.27187008,0.3087682,3.21711127567932,3.4432473856325854,3.515118881227303,3.517780319051459,3.476180328495537,3.451465738003858,3.678227528011676,3.238675351154409
1985,0.3162126,0.30301842,0.29872948,0.28609085,0.29977888,0.30043316,0.25719267,0.3080102,3.1624293825246217,3.300129401095301,3.3475102701617705,3.4953931490592955,3.33579204903911,3.328527396064464,3.888135672565578,3.246645825727784
1986,0.32271698,0.29408294,0.28426427,0.2824282,0.28016543,,0.26585376,0.29977876,3.098690364438198,3.4004012652888904,3.517853342399914,3.540722853629284,3.5693196913621748,,3.761466417175939,3.335793375542032
1987,0.31420425,0.30646193,0.27707195,0.2862561,0.2924978,,0.26919392,0.29884526,3.18264317987052,3.2630480370034256,3.609170794166544,3.493375280226953,3.418828972923802,,3.714794187175877,3.3462133397449816
1988,0.29697722,0.30455038,0.29467985,0.27769247,0.3066784,,0.2767102,0.30507138,3.36726161481568,3.2835289898292546,3.393513329284579,3.6011059676771797,3.2607446537653466,,3.6138890283035146,3.277921343600257
1989,0.31283256,0.30320504,0.3008777,0.28541142,0.2867357,0.30658284,0.26999074,0.30216667,3.196598163708799,3.298098177557357,3.323609666613179,3.503714072878904,3.4875320826162577,3.2617611786593708,3.7038307011093248,3.30943183821018
1990,0.32041755,0.29611754,0.29170507,0.27518213,0.30173975,0.31841072,0.2750078,0.30391768,3.1209276459901285,3.377037327486882,3.4281200302656374,3.633956926782461,3.314114207365626,3.1405977354554544,3.63626031144601,3.2903647213586087
1991,0.3127455,0.29800215,0.29643476,0.26959932,0.2886903,0.3140427,0.2640505,0.3094868,3.197487935484645,3.355680446607576,3.3734235475082186,3.7092081892036615,3.4639196542855726,3.1842804818285586,3.7871541574469263,3.2311555108143226
1992,0.3228296,0.29967222,0.29086173,0.2747741,0.30381164,,0.26457387,0.3094798,3.0976093491688426,3.336979359505918,3.4380597764275542,3.639353141887066,3.291513127969389,,3.779662716136048,3.231228632049612
1993,0.31655458,0.30749232,0.29672462,0.28960985,0.28321558,,0.27395934,0.30121082,3.1590129327311383,3.252113788594972,3.370128196603882,3.452921238310241,3.5308791685441165,,3.650176719191084,3.3199338515110086
1994,0.31085613,0.303044,0.28965244,0.28866562,0.2891923,0.32323435,0.26467922,0.29400358,3.2169222080300077,3.299850941179051,3.452413556243706,3.464215764363679,3.45790685866387,3.0937306062311767,3.77815828358477,3.401319172604336
1995,0.31740454,0.29545608,0.28022152,0.28714973,0.28138107,0.3049055,0.25231272,0.28472897,3.1505535650588823,3.3845977868763746,3.5686052712239094,3.482503742029441,3.553899335937558,3.2797046524895928,3.9633356602304928,3.512111835991073
1996,0.31080103,0.29371378,0.28953406,0.27599144,0.2741807,0.3285113,0.2606832,0.29430723,3.2174925628685003,3.404675143035812,3.453825061494155,3.62330078300472,3.647229591201196,3.0440353406193044,3.836073696390234,3.397809810971036
1997,0.2991052,0.29579878,0.28599992,0.26286718,0.29019186,0.29840362,0.2697239,0.2906609,3.343305329999437,3.380676569917867,3.4965044263233773,3.804202527357447,3.445996050413963,3.351165772008608,3.70749506763876,3.440435371370808
1998,0.29962322,0.31428063,0.2843837,0.26742524,0.28687632,0.3178234,0.2689824,0.290913,3.337525029374796,3.1818696643158395,3.516375762994672,3.739362834327876,3.485822730421406,3.146401329884595,3.717715215645536,3.437453976982857
1999,0.30156654,0.29503506,0.28708073,0.254141,0.27248704,0.30536425,0.24698809,0.2825145,3.31601773869753,3.389427635126358,3.483340671086205,3.934823537385912,3.669899251330067,3.274777569009139,4.048778257010972,3.539641171043462
2000,0.29712346,0.287598,0.27869692,0.2738948,0.28962165,0.3130474,0.26649404,0.28518343,3.365604295929842,3.477075472519292,3.588127145574349,3.651036996930705,3.4527805360929977,3.194404333229755,3.752429195254425,3.5065150909671563
2001,0.3074506,0.2836041,0.2779876,0.26459393,0.28865695,0.3021186,0.2499766,0.28643918,3.25255512376979,3.526042293888279,3.597282764612473,3.779376207086515,3.464319844059089,3.3099584134737268,4.000374352200804,3.4911425130242475
2002,0.31036153,0.27992207,0.29675752,0.27356696,0.28631282,,0.25237164,0.2920454,3.222048769901685,3.572422877265634,3.369754547563502,3.6554121714485417,3.4926833005380207,,3.962410371901329,3.424124983749035
2003,0.29347947,0.2992011,0.27934793,0.27539703,0.27710283,,0.25487497,0.27487025,3.4073933410963573,3.3422336897878515,3.579765251759748,3.631121188651491,3.608768655030938,,3.92349230050566,3.638080193080104
2004,0.24578491,0.22889547,0.23803325,0.20862506,0.2344686,0.24102035,0.20156625,0.23690243,4.068598051720269,4.368806415503244,4.201093755213504,4.793287940487655,4.264963516499384,4.149027221813557,4.961148031009659,4.221147065655579
2005,0.2943862,0.27345714,0.28866693,0.2644495,0.28594515,0.30167642,0.26286003,0.27433318,3.3968982670716894,3.6568802006255874,3.4642000277718843,3.78144021273342,3.497174229136483,3.314809928416478,3.804306041675855,3.645202536769315
2006,0.28709742,0.28565112,0.28507602,0.2704576,0.27865377,,0.25976658,0.27424273,3.4831381805223103,3.5007739809685297,3.507836234225185,3.6974372926389054,3.588682821485061,,3.8496099271252087,3.6464047883196575
2007,0.27884677,0.25494325,0.2742882,0.24489951,0.2520317,,0.24536727,0.25883615,3.5861989655369584,3.9224415382076,3.645800196336536,4.083307453491734,3.967754633825802,,4.075523133008659,3.8634479741165904
2008,0.28187883,0.2697445,0.26217538,0.25368482,0.27258348,,0.25044513,0.2712121,3.5476236492792985,3.707212022198792,3.814240663960789,3.941899262827102,3.66860083722704,,3.992890618529516,3.6871511130099353
2009,0.2775783,0.26953146,0.25372976,0.24659815,0.2743677,0.25984904,0.24103378,0.2626268,3.602587164115198,3.710142055899093,3.941201053635774,4.055180391810415,3.644744028297292,3.848388254412417,4.148796114717422,3.8076845606472687
2010,0.2611457,0.27045852,0.26849195,0.24340585,0.26818088,0.2488872,0.22883612,0.25229874,3.829279816164069,3.6974246623887255,3.724506401586397,4.108364713379929,3.728826646020623,4.0178844686887984,4.369939516564897,3.9635552280656823
2011,0.2625069,0.26854324,0.25771785,0.25225118,0.26682663,0.25293973,0.23862465,0.27153265,3.809423643916456,3.723795048084436,3.8802124433482863,3.964302596422911,3.747751869272449,3.95351096686335,4.190681941214684,3.6827983023828894
2012,0.26297423,0.27809998,0.27159783,0.23185576,0.27418092,0.26428872,0.24961591,0.25354683,3.802653935861611,3.595829046324557,3.681914509446676,4.313026247435904,3.6472268161306793,3.7837407017410127,4.006154933546012,3.944044515387382
2013,0.27720344,0.27471906,0.26639408,0.25166032,0.28058526,0.29357135,0.23513485,0.26323843,3.6074588309463818,3.6400823515449376,3.753837190231871,3.97361018691975,3.5639791015901534,3.406326911402531,4.252878631587946,3.798837426252285
