Year,主权_Mean_Cosine_Similarity,偏见_Mean_Cosine_Similarity,分裂_Mean_Cosine_Similarity,创伤_Mean_Cosine_Similarity,恐怖主义_Mean_Cosine_Similarity,欺凌_Mean_Cosine_Similarity,精神病_Mean_Cosine_Similarity,阴谋_Mean_Cosine_Similarity,主权_Semantic_Breadth,偏见_Semantic_Breadth,分裂_Semantic_Breadth,创伤_Semantic_Breadth,恐怖主义_Semantic_Breadth,欺凌_Semantic_Breadth,精神病_Semantic_Breadth,阴谋_Semantic_Breadth
1979,0.3172816,0.3058076,0.285814,0.29671744,,0.2909903,,0.2928593,3.151774284993975,3.270030015982536,3.498779082170929,3.37020977412533,,3.4365407505560723,,3.414609157250425
1980,0.31952077,0.30331558,0.2881443,0.29146197,0.29206914,,0.26257306,0.29817602,3.129686984964004,3.2968962568908804,3.470483480508595,3.430979297107182,3.4238468670173936,,3.808463774432523,3.3537237458355103
1981,0.32479632,0.30199996,0.29390532,0.2956608,0.29243326,0.32141712,0.27802986,0.30391148,3.0788526269466696,3.311258756530484,3.4024562996751317,3.3822543300745007,3.4195836465414486,3.111221923771872,3.596735988570858,3.2904318349349064
1982,0.32876638,0.31829384,0.2928391,0.29762834,0.30383405,0.3315507,0.27431902,0.307973,3.0416735824251293,3.1417510340894417,3.4148444186626365,3.3598950609557665,3.2912703400369927,3.016130074665202,3.645390645718199,3.2470379168130705
1983,0.31742072,0.3057689,0.2983061,0.30085495,0.3037908,0.31051302,0.26808557,0.3181347,3.1503929443523497,3.270443713789859,3.352261233637032,3.3238608711604942,3.29173883664223,3.2204768785905253,3.730152291283858,3.143322670555191
1984,0.3159877,0.29203805,0.26910356,0.28736788,0.2866006,0.28973198,0.27187008,0.3057847,3.1646800822576098,3.4242112929757016,3.716041555250904,3.479860027507486,3.489176351188347,3.451465738003858,3.678227528011676,3.270274779853324
1985,0.3210452,0.30063975,0.283301,0.27888468,0.29717705,0.30043316,0.25719267,0.30313742,3.114826295018728,3.326240142048868,3.5298146308375213,3.5857114966022525,3.3649974372235087,3.328527396064464,3.888135672565578,3.2988338908986234
1986,0.32154417,0.2968279,0.2841833,0.27280164,0.29151022,,0.26585376,0.30828312,3.109992629688564,3.368955406343764,3.5188556913354985,3.6656671441418687,3.430411410975457,,3.761466417175939,3.243771500440099
1987,0.31325835,0.29973102,0.28678343,0.27555615,0.28945184,,0.26919392,0.29774708,3.192253296148891,3.336324724797023,3.4869518453722934,3.6290244675339847,3.4548061898654834,,3.714794187175877,3.358555237282866
1988,0.30021524,0.2994155,0.28939322,0.27402836,0.3067386,,0.2767102,0.29606497,3.330943444774991,3.3398404672889663,3.4555060154421664,3.649257313809685,3.26010501495321,,3.6138890283035146,3.3776369770487924
1989,0.30328268,0.29629025,0.2942714,0.28129733,0.2977823,0.30658284,0.27582952,0.30705515,3.297253922231248,3.375068888077281,3.398223434820961,3.554957360978737,3.3581579348745527,3.2617611786593708,3.6254277142520346,3.2567439909362856
1990,0.31202003,0.29339972,0.29060298,0.2761479,0.30173975,0.31841072,0.2750078,0.30734617,3.2049224162591794,3.4083195283305674,3.441120916810942,3.62124786288259,3.314114207365626,3.1405977354554544,3.63626031144601,3.2536602479281624
1991,0.31462416,0.29945144,0.28745356,0.27844945,0.2886903,0.3140427,0.26689813,0.30460355,3.1783954491010022,3.3394396035877265,3.478822780863839,3.591316177850168,3.4639196542855726,3.1842804818285586,3.746747934117311,3.2829558628439908
1992,0.33947587,0.2985232,0.2982175,0.27532429,0.303122,,0.26457387,0.3086566,2.94571746619237,3.349823536035946,3.3532572116237427,3.632080620457116,3.2990015718084016,,3.779662716136048,3.2398464505966467
1993,0.3234282,0.30431035,0.29233336,0.2869013,0.28321558,,0.27395934,0.30399993,3.091876212283862,3.2861189069275656,3.4207522010219105,3.48551929455344,3.5308791685441165,,3.650176719191084,3.2894744349444074
1994,0.31208906,0.30712304,0.3007347,0.29252428,0.2891923,0.32323435,0.26467922,0.29808277,3.204213609835245,3.2560240861557297,3.325189956735628,3.4185196739112054,3.45790685866387,3.0937306062311767,3.77815828358477,3.354772916371309
1995,0.30551463,0.29593018,0.29924038,0.28111407,0.28621107,0.3037631,0.25231272,0.29042727,3.2731656354223877,3.3791754873653157,3.3417949751420224,3.557274789843716,3.493924913965003,3.292039183729212,3.9633356602304928,3.443202866008245
1996,0.30079108,0.28665674,0.29244804,0.27903917,0.28191766,0.3285113,0.2606832,0.28911853,3.3245666199736568,3.4884929247529057,3.419410801750507,3.583726200605981,3.54713498591429,3.0440353406193044,3.836073696390234,3.458789049776069
1997,0.31129357,0.2867687,0.2846308,0.26553753,0.2764589,0.29840362,0.2697239,0.2891567,3.2124016984132258,3.4871308611264946,3.5133231594790915,3.7659460013349104,3.617174339112035,3.351165772008608,3.70749506763876,3.458332392853009
1998,0.3021379,0.30197686,0.28249934,0.26418075,0.29137182,0.3178234,0.2689824,0.29489315,3.309746849152491,3.3115120192502228,3.539831239341689,3.7852871615619046,3.4320408607464845,3.146401329884595,3.717715215645536,3.391058812495882
