Year,Concept,Mean Cosine Similarity,Semantic Breadth
2004,偏见,0.23272985,4.296827375383494
2004,欺凌,0.23995078,4.167521423571419
2004,精神病,0.19991402,5.0021503423933344
2004,创伤,0.20485261,4.8815584822933396
2004,分裂,0.23844825,4.193782136235423
2004,阴谋,0.23898499,4.184363260506555
2004,主权,0.24283294,4.1180573951922534
2004,恐怖主义,0.22372851,4.469703079078784
