Year,Target Concept,Sentence With Concepts,Context Words
1979,偏见,1,"['达成协议', '并', '发表', '了', '英联邦', '关于', '种族主义', '和', '种族', '的', '卢萨卡', '宣言']"
1979,偏见,2,"['的', '语气', '形式', '和', '用词', '指出', '它', '是', '有', '的']"
1979,偏见,3,"['这个', '为', '不结盟运动', '准备', '的', '宣言', '草案', '是', '有', '的', '宣言', '实质', '上', '是', '一个', '结盟', '宣言']"
1979,偏见,4,"['历史', '接受', '教训', '解放思想', '继续', '破除', '闭关自守', '夜郎自大', '的', '积极', '展开', '国际', '间', '的', '经济', '文化交流', '学习', '先进']"
1979,偏见,5,"['当然', '这种', '是', '在', '过去', '若干年', '的', '现实生活', '中', '形成', '的', '过去', '若干年', '的', '现实生活', '中', '形成', '的', '要', '改变', '必须', '改变', '造成', '这种', '的', '某些', '政策', '制度', '形成', '的', '要', '改变', '必须', '改变', '造成', '这种', '的', '某些', '政策', '制度', '做法', '等']"
1979,偏见,6,"['但', '某些', '人有', '一种', '一提', '自由', '就', '斥之为', '资产阶级', '自由化']"
1979,偏见,7,"['我们', '就', '必须', '把', '由于', '各', '民族', '之间', '的', '所', '产生', '的', '偏向', '逐步', '地', '减少', '下去']"
1979,偏见,8,"['的', '束缚', '中', '解放出来', '从', '各种', '剥削阶级', '的', '思想', '中', '解放出来', '使', '文化', '工作', '从', '内容', '到', '形式']"
1979,偏见,9,"['一', '要', '扫除', '剥削阶级', '的', '二要', '扩大', '生产', '规模', '三要', '掌握', '马克思主义', '的', '科学']"
1979,偏见,10,"['的', '是', '对', '她', '那种', '科学态度', '即', '不', '抱', '不', '盲目', '否定', '祖国', '古老', '医术', '而且', '善于', '继承']"
1979,偏见,11,"['的', '思想', '仍然', '陷在', '宁', '左', '勿', '右', '的', '之中', '往往', '用', '左', '的', '尺子', '量', '东西']"
1979,偏见,12,"['至于', '那些', '怀着', '阶级', '的', '对', '社会主义', '制度', '恶意', '攻击', '的', '人', '就', '当然']"
1979,偏见,13,"['使', '人们', '的', '思想', '摆脱', '了', '一些', '教条', '和', '的', '压抑', '为', '完善', '社会', '生活', '的', '各个方面', '开展']"
