Year,Concept,Mean Cosine Similarity,Semantic Breadth
2004,偏见,0.2303607,4.341018206257809
2004,欺凌,0.23995078,4.167521423571419
2004,精神病,0.20737459,4.82219162582896
2004,创伤,0.21115185,4.735928123893582
2004,分裂,0.24160002,4.139072475577918
2004,阴谋,0.24416752,4.09554879970804
2004,主权,0.25076184,3.9878476441707686
2004,恐怖主义,0.2325138,4.300819989467907
