Year,Concept,Mean Cosine Similarity,Semantic Breadth
2004,偏见,0.23561755,4.244166054368997
2004,欺凌,0.23995078,4.167521423571419
2004,精神病,0.20938838,4.77581431467648
2004,创伤,0.21313807,4.691794303669589
2004,分裂,0.24224314,4.128083858789707
2004,阴谋,0.23685421,4.222006431323729
2004,主权,0.24370793,4.103272389137927
2004,恐怖主义,0.23472883,4.260235132648167
