Year,Concept,Mean Cosine Similarity,Semantic Breadth
2004,偏见,0.22859779,4.374495483913695
2004,欺凌,0.23995078,4.167521423571419
2004,精神病,0.2015168,4.962365246321162
2004,创伤,0.2030383,4.925179018719813
2004,分裂,0.24332646,4.1097052046491465
2004,阴谋,0.23881322,4.187372851088236
2004,主权,0.24460874,4.0881612801138445
2004,恐怖主义,0.23912796,4.181861394154368
