Year,Target Concept,Sentence With Concepts,Context Words
1979,偏见,1,"['但', '某些', '人有', '一种', '一提', '自由', '就', '斥之为', '资产阶级']"
1979,偏见,2,"['人民', '怀有', '的', '狭隘', '民族', '为', '增进', '中', '美', '两国人民']"
1979,偏见,3,"['当然', '这种', '是', '在', '过去', '若干年', '的', '中', '形成', '的', '要', '改变', '必须', '改变', '造成', '这种', '必须', '改变', '造成', '这种', '的', '某些', '政策', '制度', '做法']"
1979,偏见,4,"['英联邦', '关于', '种族主义', '和', '种族', '的', '卢萨卡', '宣言']"
1979,偏见,5,"['继续', '破除', '闭关自守', '夜郎自大', '的', '积极', '展开', '国际', '间', '的']"
1979,偏见,6,"['它', '才能', '摆脱', '剥削阶级', '的', '掌握', '社会', '发展', '的', '真理']"
1979,偏见,7,"['无产阶级', '虽然', '不', '受', '阶级', '的', '限制', '仍然', '不能不', '受']"
1979,偏见,8,"['包括', '资产阶级', '的', '人生观', '阶级', '思想', '感情', '生活', '方式']"
1979,偏见,9,"['了', '对', '知识分子', '的', '一种', '一种', '左倾', '情绪']"
1979,偏见,10,"['完全', '摆脱', '他们', '的', '政治', '和', '宗教', '的', '政治', '和', '宗教']"
1979,偏见,11,"['戏', '一扫', '历代', '文人', '的', '还', '昭君', '以', '本来面目', '热情']"
1979,偏见,12,"['它', '反对', '一切', '教条', '一切', '一切', '想要', '建立', '最终', '思想体系']"
1979,偏见,13,"['时称', '它', '是', '一项', '有', '的', '宣言', '因为', '它', '在']"
1979,偏见,14,"['至于', '那些', '怀着', '阶级', '的', '对', '社会主义', '制度', '恶意', '攻击']"
1979,偏见,15,"['被', '苏联', '扣', '上', '民族主义', '利己主义', '闭关自守', '背离', '国际主义', '反苏']"
1979,偏见,16,"['用词', '指出', '它', '是', '有', '的']"
1979,偏见,17,"['但', '不能', '认为', '产生', '各种', '的', '认识', '原因', '和', '社会']"
1979,偏见,18,"['种种', '行会', '狭隘性', '或', '行会', '的', '传统', '和', '恶习', '并']"
1979,偏见,19,"['斗争', '而', '资产阶级', '出于', '阶级', '对于', '这个', '真理', '总是', '视而不见']"
1979,偏见,20,"['唯物主义', '没有', '任何', '剥削阶级', '的', '因而', '也', '是', '彻底', '的']"
1979,偏见,21,"['这种', '不', '受', '任何', '权威', '迷信', '的', '束缚', '进行', '独立思考']"
1979,偏见,22,"['改变', '了', '人们', '的', '社会', '使', '小', '觉得', '自己', '不是']"
1979,偏见,23,"['具有', '普遍性', '的', '迷信', '或']"
1979,偏见,24,"['这些', '存有', '的', '人', '除了', '受', '极左']"
1979,偏见,25,"['伊朗', '允许', '中立', '的', '不抱', '的', '观察员', '探望', '美国', '人质']"
1979,偏见,26,"['会议', '谴责', '种族主义', '和', '种族', '的', '宣言', '说', '一切', '旨在']"
1979,偏见,27,"['应该', '提供', '不', '受', '任何', '影响', '的', '客观', '材料', '因为', '使', '数字', '适合', '于', '某种', '的', '企图', '是', '一种', '带有']"
1979,偏见,28,"['一', '要', '扫除', '剥削阶级', '的', '二要', '扩大', '生产', '规模', '三要']"
1979,偏见,29,"['摆脱', '了', '一些', '教条', '和', '的', '压抑', '为', '完善', '社会']"
1979,偏见,30,"['一方面', '是', '由于', '千百年来', '剥削阶级', '的', '影响', '另一方面', '也', '是因为']"
1979,偏见,31,"['十多年', '来', '形成', '的', '许多']"
1979,偏见,32,"['摆脱', '资产阶级', '对', '群众运动', '的']"
1979,偏见,33,"['出身', '低贱', '非亲非故', '十全十美', '等', '在', '更', '大', '范围', '内']"
1979,偏见,34,"['处分', '联系', '起来', '的', '社会']"
1979,偏见,35,"['英联邦', '关于', '种族主义', '和', '种族', '的', '卢萨卡', '宣言']"
1979,偏见,36,"['摆脱', '自己', '的', '小', '资产阶级']"
1979,偏见,37,"['应该', '打破', '任何', '的', '狭隘', '应该', '具有', '极高', '的', '知人善任']"
1979,偏见,38,"['平日', '对于', '贵国', '人', '之', '至此', '逐渐', '消灭', '而', '美国']"
1979,偏见,39,"['决不能', '不顾', '客观事实', '带', '着', '吹冷风', '夸大', '前进', '中', '的']"
1979,偏见,40,"['的', '宣言', '草案', '是', '有', '的', '宣言', '实质', '上', '是']"
1979,偏见,41,"['幼稚', '的', '青年', '或是', '带有', '的', '人们', '所', '忽视', '的']"
