timespan,prejudice,bullying,mental disorder,trauma,secession,conspiracy,sovereignty,terrorism
1979-1983,"['虚无主义', '封建思想', '陈腐', '旧思想', '小生产者', '错误观念', '作祟', '传统观念', '习惯势力', '鄙薄', '余毒', '错误思想']","['受压迫', '暴虐', '凌辱', '压迫者', '欺侮', '民族压迫', '蹂躏', '欺压', '异族', '法西斯主义', '宰割', '奴役', '受尽', '饱受']","['冠心病', '高血压', '精神分裂症', '确诊', '乳腺癌', '先天性']","['深重', '饱受', '祸害', '难以想象', '在精神上', '内伤', '浩劫', '肌体', '精神创伤', '磨难', '后遗症', '祸根', '难以忍受']","['永久化', '阴谋活动', '挑拨离间', '纷争', '挑动', '离间', '政治势力', '列强', '独裁统治', '帝国主义者']","['阴谋活动', '图谋', '阴谋诡计', '未能得逞', '诡计', '精心策划', '策划', '伎俩', '政治阴谋', '策动', '罪恶行径', '妄图', '险恶用心']","['领土完整', '国家主权', '互不干涉', '互不侵犯', '干涉内政', '自决权', '行使主权', '民族尊严', '中立政策', '诉诸武力', '内部事务', '自决', '主权国家', '民族自决', '独立国家', '合法权利', '巴勒斯坦国', '国际争端', '内政']","['非正义', '暴力行动', '挑衅性', '恐怖活动', '复国主义']"
2019-2023,"['傲慢', '根深蒂固', '伪善', '蔑视', '抱持', '偏执', '公理', '狭隘', '仇视']","['虐待', '性骚扰', '性侵']",[],"['贫血', '呼吸系统', '胸痛', '肾脏', '心脑血管', '综合征', '并发症']","['台独', '势力', '反华', '图谋', '敌对势力', '嚣张气焰', '破坏活动', '挟洋', '搞乱', '外来干涉', '渗透颠覆', '挑动']","['以疆', '倒行逆施', '诬蔑']","['领土完整', '互不侵犯', '互不干涉', '巴勒斯坦国', '外来干涉', '正义斗争', '国家主权', '领土', '内部事务', '干涉内政', '海洋权益', '民族尊严', '一贯主张', '内政', '主权国家', '正当权利', '苦果']","['极端主义', '分裂主义', '激进主义', '恐怖活动', '三股', '贩毒', '毒品走私', '恐怖', '公敌', '网络攻击', '地区冲突', '东伊运', '恐怖组织', '窃密', '恐怖分子']"
