Year,Concept,Mean Cosine Similarity,Semantic Breadth
2004,偏见,0.24157389,4.139520294818283
2004,欺凌,0.23995078,4.167521423571419
2004,精神病,0.2059077,4.856544889389612
2004,创伤,0.20809643,4.80546447343971
2004,分裂,0.23324026,4.287424447319529
2004,阴谋,0.23947121,4.175867284945261
2004,主权,0.24273671,4.11968997749203
2004,恐怖主义,0.23607258,4.2359853011157345
