Year,Target Concept,Sentence With Concepts,Context Words
1979,偏见,1,"['这', '掌声', '突然', '之间', '改变', '了', '人们', '的', '社会', '使', '小', '觉得', '自己', '不是', '迷途', '的', '羔羊', '而是']"
1979,偏见,2,"['老赵', '认为', '自由', '讨论会', '乱了套', '恐怕', '同', '这种', '有关']"
1979,偏见,3,"['无识', '之', '人', '其', '平日', '对于', '贵国', '人', '之', '至此', '逐渐', '消灭', '而', '美国', '国人', '对华', '之', '感情']"
1979,偏见,4,"['一项', '最后', '公报', '和', '英联邦', '关于', '种族主义', '和', '种族', '的', '卢萨卡', '宣言']"
1979,偏见,5,"['时代', '大大', '不同', '了', '但', '不能', '认为', '产生', '各种', '的', '认识', '原因', '和', '社会', '原因', '就', '都', '不']"
1979,偏见,6,"['只能', '限于', '片面', '的', '了解', '这是', '由于', '剥削阶级', '的', '经常', '歪曲', '社会', '的', '历史', '也', '由于', '狭小', '的']"
1979,偏见,7,"['社会', '原因', '造成', '的', '具有', '普遍性', '的', '迷信', '或']"
1979,偏见,8,"['她', '坚持', '彻底', '的', '唯物主义', '没有', '任何', '剥削阶级', '的', '因而', '也', '是', '彻底', '的', '无所畏惧', '的', '改革者']"
1979,偏见,9,"['最', '解放', '的', '思想', '它', '反对', '一切', '教条', '一切', '一切', '想要', '建立', '最终', '思想体系', '的', '企图']"
1979,偏见,10,"['使', '人们', '的', '思想', '摆脱', '了', '一些', '教条', '和', '的', '压抑', '为', '完善', '社会', '生活', '的', '各个方面', '开展']"
1979,偏见,11,"['就', '同', '罢官', '的', '处分', '联系', '起来', '的', '社会']"
1979,偏见,12,"['一', '要', '扫除', '剥削阶级', '的', '二要', '扩大', '生产', '规模', '三要', '掌握', '马克思主义', '的', '科学']"
1979,偏见,13,"['殖民主义者', '以', '种族', '的', '对', '非洲', '传统', '医生', '及其', '验方', '采取', '全盘否定', '不屑一顾']"
1979,偏见,14,"['至于', '那些', '怀着', '阶级', '的', '对', '社会主义', '制度', '恶意', '攻击', '的', '人', '就', '当然']"
1979,偏见,15,"['运动', '但', '并未', '能', '摆脱', '资产阶级', '对', '群众运动', '的']"
1979,偏见,16,"['说', '的', '旧', '东西', '包括', '资产阶级', '的', '人生观', '阶级', '思想', '感情', '生活', '方式']"
1979,偏见,17,"['说', '过', '中央', '统计局', '应该', '提供', '不', '受', '任何', '影响', '的', '客观', '材料', '因为', '使', '数字', '适合', '于', '的', '客观', '材料', '因为', '使', '数字', '适合', '于', '某种', '的', '企图', '是', '一种', '带有', '刑事', '性质', '的', '犯罪行为']"
1979,偏见,18,"['同志', '却', '往往', '缺乏', '这种', '不', '受', '任何', '权威', '迷信', '的', '束缚', '进行', '独立思考', '的', '精神']"
1979,偏见,19,"['思想', '上', '消除', '了', '十多年', '来', '形成', '的', '许多']"
1979,偏见,20,"['中', '发掘', '人才', '培养人才', '应该', '打破', '任何', '的', '狭隘', '应该', '具有', '极高', '的', '知人善任', '的', '才能']"
1979,偏见,21,"['的', '热望', '进步', '和', '幸福', '的', '工人阶级', '将', '毫无', '地', '实行', '社会舆论', '所', '提出', '的', '一切', '有益', '的']"
1979,偏见,22,"['自觉', '他们', '总是', '不能', '完全', '摆脱', '他们', '的', '政治', '和', '宗教', '不能', '完全', '摆脱', '他们', '的', '政治', '和', '宗教']"
1979,偏见,23,"['但是', '无产阶级', '虽然', '不', '受', '阶级', '的', '限制', '仍然', '不能不', '受', '历史', '条件', '的', '限制']"
1979,偏见,24,"['的', '嘲讽', '了', '对', '中国', '文明', '的', '无知', '和']"
1979,偏见,25,"['技术人员', '的', '积极性', '吉化', '党委', '坚决', '打破', '形而上学', '的', '不拘一格', '用', '人才', '做到', '三个', '不', '受限制', '一是', '不受']"
1979,偏见,26,"['的', '是', '对', '她', '那种', '科学态度', '即', '不', '抱', '不', '盲目', '否定', '祖国', '古老', '医术', '而且', '善于', '继承']"
1979,偏见,27,"['达成协议', '并', '发表', '了', '英联邦', '关于', '种族主义', '和', '种族', '的', '卢萨卡', '宣言']"
1979,偏见,28,"['我们', '有些', '同志', '养成', '了', '对', '知识分子', '的', '一种', '一种', '左倾', '情绪']"
1979,偏见,29,"['但', '常常', '被', '一些', '幼稚', '的', '青年', '或是', '带有', '的', '人们', '所', '忽视', '的', '道理', '明明白白', '地', '倾注']"
1979,偏见,30,"['这些', '存有', '的', '人', '除了', '受', '极左', '路线', '影响', '以外', '有']"
1979,偏见,31,"['这', '一方面', '是', '由于', '千百年来', '剥削阶级', '的', '影响', '另一方面', '也', '是因为', '确实', '存在', '一些', '实际']"
1979,偏见,32,"['要是', '不', '同意', '就', '被', '苏联', '扣', '上', '民族主义', '利己主义', '闭关自守', '背离', '国际主义', '反苏', '主义', '亲', '西方', '主义']"
1979,偏见,33,"['无情地', '揭露', '小', '资产阶级', '民主派', '关于', '自由', '平等', '的', '同', '这些', '作', '无情', '的', '斗争', '资产阶级', '民主派', '关于', '自由', '平等', '的', '同', '这些', '作', '无情', '的', '斗争']"
1979,偏见,34,"['他', '要求', '伊朗', '允许', '中立', '的', '不抱', '的', '观察员', '探望', '美国', '人质']"
1979,偏见,35,"['文章', '说', '古巴', '是', '个', '有', '的', '国家', '因为', '它', '自己', '也', '从不', '否认', '它']"
1979,偏见,36,"['会议', '谴责', '种族主义', '和', '种族', '的', '宣言', '说', '一切', '旨在', '保持', '种族隔离', '和', '种族歧视']"
1979,偏见,37,"['在', '的', '压力', '下', '村里', '的', '病人', '都', '不敢', '让']"
1979,偏见,38,"['的', '广大干部', '认识', '到', '继续', '解放思想', '落实', '党的政策', '扫除', '理直气壮', '地', '恢复', '和', '完善', '行之有效', '的', '劳动', '管理制度']"
1979,偏见,39,"['的', '认识', '条件', '只有', '它', '才能', '摆脱', '剥削阶级', '的', '掌握', '社会', '发展', '的', '真理']"
1979,偏见,40,"['就是', '缺德', '昧着良心', '诅咒', '红日', '就是', '怀着', '阶级', '的', '对', '社会主义', '制度', '恶毒攻击']"
1979,偏见,41,"['知识分子', '的', '进步', '而且', '对', '知识分子', '产生', '了', '一种', '和', '厌恶', '心理']"
1979,偏见,42,"['的', '束缚', '中', '解放出来', '从', '各种', '剥削阶级', '的', '思想', '中', '解放出来', '使', '文化', '工作', '从', '内容', '到', '形式']"
1979,偏见,43,"['当然', '这种', '是', '在', '过去', '若干年', '的', '现实生活', '中', '形成', '的', '过去', '若干年', '的', '现实生活', '中', '形成', '的', '要', '改变', '必须', '改变', '造成', '这种', '的', '某些', '政策', '制度', '形成', '的', '要', '改变', '必须', '改变', '造成', '这种', '的', '某些', '政策', '制度', '做法', '等']"
1979,偏见,44,"['这个', '为', '不结盟运动', '准备', '的', '宣言', '草案', '是', '有', '的', '宣言', '实质', '上', '是', '一个', '结盟', '宣言']"
1979,偏见,45,"['我们', '看到', '的', '不少', '材料', '就', '有']"
1979,偏见,46,"['的', '思想', '仍然', '陷在', '宁', '左', '勿', '右', '的', '之中', '往往', '用', '左', '的', '尺子', '量', '东西']"
1979,偏见,47,"['实现', '这个', '真理', '而', '斗争', '而', '资产阶级', '出于', '阶级', '对于', '这个', '真理', '总是', '视而不见', '讳莫如深']"
1979,偏见,48,"['七连', '党支部', '委员会', '的', '模范行动', '打破', '了', '这种']"
1979,偏见,49,"['往往', '很', '缺乏', '的', '品质', '即', '不同', '一切', '迷信', '相', '妥协', '的', '彻底', '唯物主义', '态度', '追求真理', '坚持真理', '的']"
1979,偏见,50,"['至于', '那些', '怀着', '阶级', '的', '对', '社会主义', '制度', '恶意', '攻击', '的', '人', '让', '其']"
1979,欺凌,1,"['工人', '和', '挑土', '工人', '饱尝', '了', '地主', '资本家', '的', '压榨']"
