Year,Concept,Mean Cosine Similarity,Semantic Breadth
2004,偏见,0.23530138,4.249868911077888
2004,欺凌,0.23995078,4.167521423571419
2004,精神病,0.20624003,4.848719276293819
2004,创伤,0.21125111,4.73370294132211
2004,分裂,0.24727497,4.044081048829776
2004,阴谋,0.2308755,4.331338620568895
2004,主权,0.24130803,4.144080848180686
2004,恐怖主义,0.22137992,4.517121499567026
