Year,Concept,Mean Cosine Similarity,Semantic Breadth
2004,偏见,0.23285285,4.294557766971342
2004,欺凌,0.23995078,4.167521423571419
2004,精神病,0.20202208,4.949954091736276
2004,创伤,0.20867406,4.7921625144004745
2004,分裂,0.23657452,4.22699798006418
2004,阴谋,0.2316278,4.317270939359748
2004,主权,0.24650577,4.056700221402499
2004,恐怖主义,0.23339386,4.284602807531758
