Year,Concept,Mean Cosine Similarity,Semantic Breadth
2004,偏见,0.23573744,4.242007495288264
2004,欺凌,0.23995078,4.167521423571419
2004,精神病,0.20095688,4.976191881529184
2004,创伤,0.20797795,4.808202010093168
2004,分裂,0.24084838,4.1519897747091346
2004,阴谋,0.24400696,4.098243728408437
2004,主权,0.23908494,4.182613855686721
2004,恐怖主义,0.24462324,4.087918974624625
