Year,Concept,Mean Cosine Similarity,Semantic Breadth
2004,偏见,0.22756027,4.3944402677674494
2004,欺凌,0.23995078,4.167521423571419
2004,精神病,0.20047437,4.988168897753591
2004,创伤,0.20672354,4.837378438175729
2004,分裂,0.23506603,4.254123894913818
2004,阴谋,0.23479898,4.258962233706433
2004,主权,0.23550989,4.246106230632072
2004,恐怖主义,0.23696004,4.2201208530762475
