Year,图书馆_Mean_Cosine_Similarity,米饭_Mean_Cosine_Similarity,衣服_Mean_Cosine_Similarity,运输_Mean_Cosine_Similarity,图书馆_Semantic_Breadth,米饭_Semantic_Breadth,衣服_Semantic_Breadth,运输_Semantic_Breadth
1979,0.67652583,0.7296051,0.7141813,0.67984194,1.4781401593977914,1.3706044944007478,1.4002046741213092,1.4709301494714777
1980,0.64414054,0.7198024,0.70961815,0.6987607,1.552456235076065,1.3892702057256043,1.4092085980692657,1.4311051218777986
1981,0.6771776,0.6969345,0.7112215,0.6983003,1.4767174640254446,1.4348550252334358,1.4060317036498444,1.4320486431050736
1982,0.66347975,0.7340507,0.7190218,0.6941478,1.5072050156032386,1.3623037374484657,1.3907784213521073,1.4406153324080266
1983,0.6849988,0.6849777,0.70907956,0.66622245,1.459856550078909,1.4599015194806064,1.4102789747571132,1.5010001469041252
1984,0.6695107,0.71154654,0.71393377,0.67753166,1.4936280583726225,1.405389448783148,1.4006901589195564,1.4759457891396175
1985,0.649502,0.72703856,0.7192891,0.6874095,1.5396411893912314,1.375442860746586,1.3902615326953367,1.4547369081867068
1986,0.6363038,0.7143195,0.71631664,0.6927701,1.5715763878207536,1.3999337299246606,1.3960306708408088,1.4434802629394032
1987,0.657239,0.73121715,0.70530134,0.69195265,1.521516479950694,1.367582811179978,1.4178336791038413,1.4451856006341266
1988,0.6623585,0.732521,0.7305688,0.6771866,1.5097563723551033,1.3651485805591252,1.3687964283986398,1.476697837378907
1989,0.61729693,0.7612941,0.6885919,0.7033699,1.6199659267916533,1.3135527586210136,1.4522389874881574,1.421727000237022
1990,0.6552584,0.7676478,0.71842605,0.69793916,1.5261154589676071,1.3026807297744474,1.39193171201414,1.4327896483156035
1991,0.62748045,0.74532664,0.7223414,0.6924051,1.5936751564373834,1.341693626281598,1.384386904464258,1.4442412300297074
1992,0.6931233,0.6587366,0.730257,0.6833616,1.4427447864026517,1.5180574760631016,1.3693809640295016,1.4633541228645155
1993,0.65405107,0.71384144,0.7366949,0.6981555,1.5289326060797823,1.400871322895806,1.3574140902736307,1.4323456135375194
1994,0.68057907,0.75098616,0.74416536,0.69567513,1.4693369948491104,1.3315824642284186,1.3437873522539767,1.4374525553373982
1995,0.6715806,0.7402836,0.7511199,0.6786149,1.4890245208836617,1.350833638086239,1.331345347743134,1.4735897764031751
1996,0.7028716,0.66630733,0.7304593,0.6611169,1.422734921446997,1.500808943228341,1.3690017187168122,1.5125918017443851
1997,0.6550468,0.66378456,0.7200598,0.6853116,1.5266084323897788,1.5065128882552143,1.3887735202534246,1.4591902098703724
1998,0.69945633,0.7148383,0.69453275,0.6928109,1.4296818131850808,1.398917718398495,1.4398169086584087,1.4433953190097455
1999,0.6665379,0.71229744,0.73065907,0.64574176,1.5002898239683795,1.403907896392814,1.368627372602924,1.5486066734608674
2000,0.67960644,0.7410752,0.7232928,0.6649824,1.4714398577641068,1.349390690828146,1.3825659011573288,1.5037992469537858
2001,0.66547346,0.7294853,0.7114237,0.6767072,1.5026895261461208,1.3708295924773906,1.4056321245767638,1.4777439754544577
2002,0.70967156,0.71012604,0.72394544,0.7018462,1.409102549210658,1.408200714155135,1.3813195668062404,1.4248136203532478
2003,0.6792362,0.7165327,0.7003923,0.69134265,1.472241966525596,1.395609704807018,1.4277712528337836,1.446460734532566
2004,0.6210984,0.6643166,0.6360851,0.61830145,1.61005084113685,1.5053063676681189,1.5721167041504116,1.61733406584953
2005,0.6343202,0.687043,0.6980608,0.6948851,1.5764908650310223,1.4555129500118378,1.4325399519122928,1.4390868876657763
2006,0.6758106,0.7133234,0.71811223,0.68165624,1.479704574439374,1.4018886523517158,1.392539992782159,1.4670151012207275
2007,0.66194195,0.6896737,0.69769055,0.6504495,1.5107065003485196,1.449961000984806,1.433300200208367,1.537398334349272
2008,0.66449493,0.6730802,0.70697105,0.6937567,1.5049023736643232,1.4857070393818432,1.4144850782471572,1.441427521537796
2009,0.6459442,0.6744488,0.7065438,0.6545257,1.548121391750318,1.4826922629947772,1.4153404154839977,1.5278238948143628
2010,0.68226355,0.6482184,0.70378065,0.6654161,1.4657092488583612,1.542689948783022,1.4208972617357811,1.5028190146213265
2011,0.65641236,0.70241433,0.69173557,0.65861624,1.5234326107904532,1.423661152472681,1.4456391280711895,1.5183348541826345
2012,0.6785479,0.6831402,0.7108706,0.6928907,1.4737352695349542,1.4638283229029163,1.4067257343563833,1.4432290615123198
2013,0.69081736,0.7020779,0.72692543,0.6694442,1.4475606195414112,1.4243433158900147,1.3756569175333937,1.4937764715204949
2014,0.6536557,0.6984023,0.6856201,0.68415064,1.5298573668244713,1.4318395295276722,1.4585336070870416,1.4616664037031075
2015,0.64029384,0.73428214,0.7192923,0.6919505,1.5617829547134388,1.3618743409682923,1.3902554268320069,1.4451900822146395
2016,0.66983336,0.707459,0.7108884,0.6649473,1.4929086196321228,1.4135095295450608,1.4066905860517651,1.5038786428496902
2017,0.65233356,0.6956278,0.717193,0.6719825,1.532958083086044,1.4375503504589011,1.394324804600074,1.4881339322809766
2018,0.6280666,0.6820424,0.7205639,0.7019265,1.592187836456504,1.466184464202864,1.387801992148932,1.4246505269491718
2019,0.64729893,0.6631447,0.62699974,0.6488317,1.544881275786441,1.5079664942194313,1.594897003700813,1.541231664980952
2020,0.62265486,0.70656407,0.7051991,0.64627624,1.6060261821878603,1.415299820873282,1.418039200836968,1.5473259651917473
2021,0.65056264,0.6869698,0.69635105,0.64981985,1.5371309884073028,1.4556680304033485,1.4360572847405493,1.5388880450200364
2022,0.6240327,0.70836943,0.6834242,0.68762225,1.6024801875079218,1.4116927582869303,1.4632201155507762,1.454286857748444
2023,0.60553396,0.6574209,0.7055434,0.65370446,1.651435047770616,1.521095602669594,1.4173472554911044,1.529743262291197
