Year,Control Word,Mean Cosine Similarity,Semantic Breadth
1994,米饭,0.75098616,1.3315824642284186
1994,图书馆,0.65596354,1.524474972926538
1994,运输,0.6691,1.4945449411102356
1995,衣服,0.74999225,1.3333471087713353
1995,米饭,0.7402836,1.3508336380862387
1995,图书馆,0.6417035,1.558352137906769
1995,运输,0.65049094,1.5373004281789762
1996,衣服,0.74244666,1.3468981039785206
1996,米饭,0.66630733,1.500808943228341
1996,图书馆,0.7030156,1.4224434902449374
1996,运输,0.6737912,1.484139234653307
1997,衣服,0.7170262,1.3946492278321418
1997,米饭,0.66378456,1.5065128882552143
1997,图书馆,0.6668464,1.499595721277753
1997,运输,0.67285216,1.486210584744626
1998,衣服,0.72435224,1.3805438072829435
1998,米饭,0.7148383,1.3989177183984953
1998,图书馆,0.7034201,1.4216255638828885
1998,运输,0.6814026,1.4675611236105826
1999,衣服,0.7181059,1.3925522447301246
1999,米饭,0.71229744,1.403907896392814
1999,图书馆,0.64938474,1.5399191619393644
1999,运输,0.7032322,1.42200536196847
2000,衣服,0.7307866,1.3683884878062307
2000,米饭,0.7410752,1.349390690828146
2000,图书馆,0.68266433,1.4648487537158805
2000,运输,0.6623363,1.5098070500971053
2001,衣服,0.72284526,1.383421958219826
2001,米饭,0.7294853,1.3708295924773906
2001,图书馆,0.68916434,1.4510327090925743
2001,运输,0.69617736,1.4364155638763902
2002,衣服,0.7312651,1.3674930776495724
2002,米饭,0.71012604,1.408200714155135
2002,图书馆,0.7045995,1.4192459694085668
2002,运输,0.6700891,1.4923387975517313
2003,衣服,0.70689285,1.4146415582054646
2003,米饭,0.7165327,1.395609704807018
2003,图书馆,0.66001076,1.5151268253286352
2003,运输,0.6895688,1.4501815837002967
2004,衣服,0.6339225,1.5774798539413688
2004,米饭,0.6643166,1.5053063676681187
2004,图书馆,0.6324194,1.58122914690784
2004,运输,0.62030953,1.6120983942930318
2005,衣服,0.71444094,1.3996958201551266
2005,米饭,0.687043,1.4555129500118378
2005,图书馆,0.65499157,1.5267372133878305
2005,运输,0.65412974,1.5287487074553718
2006,衣服,0.71477467,1.3990423058708903
2006,米饭,0.7133234,1.4018886523517158
2006,图书馆,0.6580787,1.5195751584496964
2006,运输,0.63058025,1.5858409863488232
2007,衣服,0.6924719,1.4441018747948722
2007,米饭,0.6896737,1.449961000984806
2007,图书馆,0.66754216,1.4980327244995513
2007,运输,0.6858391,1.4580678993585436
2008,衣服,0.6852711,1.4592765153791778
2008,米饭,0.6730802,1.4857070393818432
2008,图书馆,0.66163254,1.5114129714084743
2008,运输,0.6884463,1.452546152399627
2009,衣服,0.6909913,1.447196260472996
2009,米饭,0.6744488,1.4826922629947772
2009,图书馆,0.63414717,1.5769210235633726
2009,运输,0.6747218,1.4820923726450101
2010,衣服,0.7087966,1.410841941485922
2010,米饭,0.6482184,1.5426899487830221
2010,图书馆,0.6440905,1.5525769141253807
2010,运输,0.65713227,1.5217636521131808
2011,衣服,0.70269245,1.4230976884566524
2011,米饭,0.70241433,1.423661152472681
2011,图书馆,0.6395314,1.5636449448607193
2011,运输,0.6531425,1.5310594271007627
2012,衣服,0.7135979,1.4013494277486167
2012,米饭,0.6723727,1.4872703811572174
2012,图书馆,0.66580665,1.5019375344549541
2012,运输,0.68456227,1.460787498599266
2013,衣服,0.7008899,1.4267576416698011
2013,米饭,0.69495445,1.4389432184380655
2013,图书馆,0.6549295,1.5268818574332808
2013,运输,0.67606825,1.4791406124711186
2014,衣服,0.6949331,1.4389874023108071
2014,米饭,0.6983081,1.4320326304966358
2014,图书馆,0.67574316,1.4798521913341247
2014,运输,0.68150747,1.4673353508606677
2015,衣服,0.72002435,1.3888419242245285
2015,米饭,0.73428214,1.3618743409682925
2015,图书馆,0.6694189,1.4938329986194443
2015,运输,0.7071002,1.4142266997202182
2016,衣服,0.7068567,1.4147138464610431
2016,米饭,0.6981251,1.4324079819708628
2016,图书馆,0.6498295,1.538865178360956
2016,运输,0.67751265,1.4759872104456004
2017,衣服,0.699818,1.4289429229099604
2017,米饭,0.6867422,1.45615053158314
2017,图书馆,0.6379011,1.5676410608841822
2017,运输,0.66015315,1.5148000114125444
2018,衣服,0.7088505,1.4107346976734487
2018,米饭,0.66244155,1.5095671421212578
2018,图书馆,0.6903223,1.4485987618728395
2018,运输,0.6711105,1.4900675579779536
2019,衣服,0.6408345,1.560465274397733
2019,米饭,0.6606116,1.5137487070549147
2019,图书馆,0.6363914,1.571360012048468
2019,运输,0.6590297,1.5173822458885504
2020,衣服,0.70776325,1.4129018332622134
2020,米饭,0.71047854,1.4075020394548523
2020,图书馆,0.6280683,1.5921834545257496
2020,运输,0.63859916,1.5659275282725755
2021,衣服,0.6864763,1.4567145497054352
2021,米饭,0.69605786,1.4366621844159997
2021,图书馆,0.6164757,1.6221239504479759
2021,运输,0.67536724,1.480675914513226
2022,衣服,0.6660837,1.5013128376389147
2022,米饭,0.70836943,1.4116927582869303
2022,图书馆,0.66704535,1.49914843531915
2022,运输,0.6734372,1.4849195032111182
2023,衣服,0.6967484,1.435238365240321
2023,米饭,0.6647663,1.5042880219436545
2023,图书馆,0.68022156,1.4701092442629937
2023,运输,0.66525966,1.503172462113186
