Year,Control Word,Mean Cosine Similarity,Semantic Breadth
1979,衣服,0.7170437,1.3946151441268024
1979,米饭,0.7296051,1.3706044944007478
1979,图书馆,0.6545536,1.5277587838624782
1979,运输,0.6506197,1.5369962238402755
1980,衣服,0.7154789,1.3976652617716605
1980,米饭,0.7198024,1.3892702057256043
1980,图书馆,0.6605753,1.513832025549207
1980,运输,0.6997798,1.4290209403342675
1981,衣服,0.6988653,1.4308909140748147
1981,米饭,0.6969345,1.4348550252334358
1981,图书馆,0.67790973,1.475122649809143
1981,运输,0.6673515,1.4984607414949582
1982,衣服,0.7214682,1.386062456853919
1982,米饭,0.7340507,1.3623037374484657
1982,图书馆,0.65501255,1.5266883101697135
1982,运输,0.6930753,1.4428446679074782
1983,衣服,0.7129327,1.402656929263426
1983,米饭,0.6849777,1.4599015194806064
1983,图书馆,0.6554322,1.5257107645388532
1983,运输,0.67960125,1.4714510853840226
1984,衣服,0.7150704,1.3984636519578282
1984,米饭,0.71154654,1.405389448783148
1984,图书馆,0.641548,1.558729875878313
1984,运输,0.7039713,1.4205124023775433
1985,衣服,0.69962484,1.4293374790430573
1985,米饭,0.72703856,1.375442860746586
1985,图书馆,0.6668791,1.499522137933346
1985,运输,0.6905261,1.4481711259266856
1986,衣服,0.67743653,1.476153048801465
1986,米饭,0.7143195,1.3999337299246606
1986,图书馆,0.62727374,1.5942003288322484
1986,运输,0.68887967,1.451632332057075
1987,衣服,0.73138905,1.36726138552151
1987,米饭,0.73121715,1.367582811179978
1987,图书馆,0.6705646,1.4912806493249413
1987,运输,0.693851,1.4412316311264226
1988,衣服,0.7138715,1.400812372211019
1988,米饭,0.732521,1.3651485805591252
1988,图书馆,0.6697885,1.4930086589293796
1988,运输,0.70400757,1.4204392798176864
1989,衣服,0.72903836,1.3716699394353833
1989,米饭,0.7612941,1.3135527586210136
1989,图书馆,0.65466386,1.5275014551455979
1989,运输,0.70001197,1.4285470032489085
1990,衣服,0.7073487,1.4137298815522465
1990,米饭,0.7676478,1.3026807297744474
1990,图书馆,0.66256565,1.5092844040130597
1990,运输,0.68158907,1.467159683806979
1991,衣服,0.7297366,1.370357419605358
1991,米饭,0.74532664,1.341693626281598
1991,图书馆,0.63393766,1.577442180864482
1991,运输,0.69521004,1.4384142101182567
1992,衣服,0.71737516,1.3939707656263216
1992,米饭,0.6587366,1.5180574760631016
1992,图书馆,0.64758974,1.5441875208759923
1992,运输,0.7023037,1.423885406240895
1993,衣服,0.7373352,1.3562352551632797
1993,米饭,0.71384144,1.400871322895806
1993,图书馆,0.6704509,1.4915334761697323
1993,运输,0.675689,1.4799708543795176
1994,衣服,0.7563342,1.3221668662329848
