Year,Control Words,Sentence With Control Words,Context Words
1979,衣服,1,"['帽徽', '奖章', '全扒掉', '了', '有', '的', '换上', '老百姓', '的', '溜掉', '了']"
1979,衣服,2,"['不少', '尸体', '完好', '成为', '干尸', '毛发', '肌体', '以及', '随身', '大多', '未朽']"
1979,衣服,3,"['花园', '的', '冷风', '我们', '决不', '应是', '多', '穿', '两件', '或者', '避而远之', '防止', '感冒', '算了', '而是', '要', '学习', '三家村']"
1979,衣服,4,"['孩子', '接', '了', '过来', '抱回', '营房', '给', '她们', '换上', '又', '用', '大衣', '把', '她们', '裹好', '送', '回家', '去']"
1979,衣服,5,"['家里', '要来', '的', '唯一', '的', '东西', '却是', '一些', '缝补', '的', '碎布']"
1979,衣服,6,"['这', '人', '大概', '也', '一定', '穿着', '笔挺', '的', '留着', '新式', '发型']"
1979,衣服,7,"['流浪', '吃', '上顿', '没有', '下', '顿', '孩子', '因', '没', '穿', '出', '不了', '门口']"
1979,衣服,8,"['例如', '上街', '买', '东西', '吃饭', '排长队', '做', '照像', '修', '钟表', '总得', '等', '十天', '半个', '月', '房屋']"
1979,衣服,9,"['据', '印尼政府', '发言人', '说', '大米', '以及', '药品', '等', '救济', '物品', '已', '陆续', '运往', '灾区']"
1979,衣服,10,"['解放', '了', '条件', '好', '了', '首长', '还', '穿', '补丁', '干什么']"
1979,衣服,11,"['后', '学生', '不但', '免费', '每人每年', '还发', '一套', '的确', '凉']"
1979,衣服,12,"['她', '自己', '除了', '几件', '上班', '穿', '的', '应面', '外', '其余', '和', '孩子', '们', '的', '多', '除了', '几件', '上班', '穿', '的', '应面', '外', '其余', '和', '孩子', '们', '的', '多', '是', '自己', '用', '应面', '外', '其余', '和', '孩子', '们', '的', '多', '是', '自己', '用', '旧衣服', '改', '的']"
1979,衣服,13,"['第二天', '他', '上街', '给', '孩子', '买', '了', '一身', '新', '换上', '又', '拿出', '粮票', '托人', '把', '孩子', '送回', '家乡']"
1979,衣服,14,"['一名', '越军', '下士', '说', '我们', '穿', '的', '胶鞋', '坐', '的', '汽车', '都', '是', '中国', '支援', '的']"
