Year,Control Word,Mean Cosine Similarity,Semantic Breadth
1979,衣服,0.70837754,1.411676603753613
1979,米饭,0.7296051,1.3706044944007478
1979,图书馆,0.67833364,1.4742008075180901
1979,运输,0.67561024,1.4801433348222506
1980,衣服,0.72551477,1.3783316921508648
1980,米饭,0.7198024,1.3892702057256043
1980,图书馆,0.64941186,1.5398548533164185
1980,运输,0.70683014,1.4147670534282086
1981,衣服,0.7346604,1.3611731592473395
1981,米饭,0.6969345,1.4348550252334358
1981,图书馆,0.6932116,1.4425609413317666
1981,运输,0.7014947,1.4255275327110046
1982,衣服,0.7167205,1.3952439899123255
1982,米饭,0.7340507,1.3623037374484657
1982,图书馆,0.65356004,1.5300813011095933
1982,运输,0.7034421,1.4215811147452084
1983,衣服,0.7240109,1.3811947044539066
1983,米饭,0.6849777,1.4599015194806064
1983,图书馆,0.6841297,1.4617111026232223
1983,运输,0.68458116,1.4607471803684793
1984,衣服,0.7097509,1.408945044040618
1984,米饭,0.71154654,1.405389448783148
1984,图书馆,0.6624523,1.5095426937211769
1984,运输,0.6698789,1.4928071326379921
1985,衣服,0.70602614,1.416378159066413
1985,米饭,0.72703856,1.375442860746586
1985,图书馆,0.6460474,1.5478740094568837
1985,运输,0.6441762,1.552370334517297
1986,衣服,0.6905501,1.4481208765295401
1986,米饭,0.7143195,1.3999337299246606
1986,图书馆,0.61485493,1.6263999005773224
1986,运输,0.6911586,1.4468459345808458
1987,衣服,0.7173921,1.3939378732289773
1987,米饭,0.73121715,1.367582811179978
1987,图书馆,0.6819107,1.4664676904449545
1987,运输,0.6544584,1.5279809908752193
1988,衣服,0.7239162,1.3813754096441273
1988,米饭,0.732521,1.3651485805591252
1988,图书馆,0.64198256,1.5576747243442381
1988,运输,0.6589757,1.5175065924804207
1989,衣服,0.7389236,1.3533198661846284
1989,米饭,0.7612941,1.3135527586210136
1989,图书馆,0.6461598,1.5476047211806032
1989,运输,0.6948716,1.4391147855324549
1990,衣服,0.72511137,1.3790985051806977
1990,米饭,0.7676478,1.3026807297744474
1990,图书馆,0.6656337,1.5023278304505583
1990,运输,0.69592077,1.436945195083119
1991,衣服,0.7261067,1.377208054244405
1991,米饭,0.74532664,1.341693626281598
1991,图书馆,0.6235944,1.6036064383534672
1991,运输,0.6755824,1.4802043197376622
1992,衣服,0.7331617,1.3639556138444793
1992,米饭,0.6587366,1.5180574760631016
1992,图书馆,0.66785336,1.4973346946643915
1992,运输,0.6727546,1.4864261369480805
1993,衣服,0.7345157,1.3614412378544443
1993,米饭,0.71384144,1.400871322895806
1993,图书馆,0.6757949,1.4797388982865256
1993,运输,0.69833916,1.4319689503078092
1994,衣服,0.7449506,1.3423709035791322
1994,米饭,0.75098616,1.3315824642284186
1994,图书馆,0.67189884,1.488319279186189
1994,运输,0.7073279,1.4137714583635468
1995,衣服,0.7538612,1.3265041558570527
1995,米饭,0.7402836,1.3508336380862387
1995,图书馆,0.64431095,1.552045635863347
1995,运输,0.6599438,1.5152804998545883
1996,衣服,0.7418618,1.3479599202209542
1996,米饭,0.66630733,1.500808943228341
1996,图书馆,0.64482075,1.5508185807803205
1996,运输,0.685685,1.4583956637257762
1997,衣服,0.74112165,1.3493061501414112
1997,米饭,0.66378456,1.5065128882552143
1997,图书馆,0.6639781,1.5060737700032245
1997,运输,0.6852323,1.4593591497778848
1998,衣服,0.6846596,1.4605798262718512
