Year,图书馆_Mean_Cosine_Similarity,米饭_Mean_Cosine_Similarity,衣服_Mean_Cosine_Similarity,运输_Mean_Cosine_Similarity,图书馆_Semantic_Breadth,米饭_Semantic_Breadth,衣服_Semantic_Breadth,运输_Semantic_Breadth
1979,0.6545536,0.7296051,0.7170437,0.6506197,1.5277587838624782,1.3706044944007478,1.3946151441268024,1.5369962238402757
1980,0.6605753,0.7198024,0.7154789,0.6997798,1.513832025549207,1.3892702057256043,1.3976652617716605,1.4290209403342675
1981,0.67790973,0.6969345,0.6988653,0.6673515,1.475122649809143,1.4348550252334358,1.4308909140748147,1.4984607414949582
1982,0.65501255,0.7340507,0.7214682,0.6930753,1.5266883101697135,1.3623037374484657,1.386062456853919,1.4428446679074782
1983,0.6554322,0.6849777,0.7129327,0.67960125,1.5257107645388532,1.4599015194806064,1.402656929263426,1.4714510853840226
1984,0.641548,0.71154654,0.7150704,0.7039713,1.558729875878313,1.405389448783148,1.3984636519578282,1.4205124023775433
1985,0.6668791,0.72703856,0.69962484,0.6905261,1.499522137933346,1.375442860746586,1.4293374790430573,1.4481711259266856
1986,0.62727374,0.7143195,0.67743653,0.68887967,1.5942003288322484,1.3999337299246606,1.476153048801465,1.451632332057075
1987,0.6705646,0.73121715,0.73138905,0.693851,1.4912806493249413,1.367582811179978,1.36726138552151,1.4412316311264226
1988,0.6697885,0.732521,0.7138715,0.70400757,1.4930086589293796,1.3651485805591252,1.400812372211019,1.4204392798176864
1989,0.65466386,0.7612941,0.72903836,0.70001197,1.527501455145598,1.3135527586210136,1.3716699394353833,1.4285470032489085
1990,0.66256565,0.7676478,0.7073487,0.68158907,1.5092844040130595,1.3026807297744474,1.4137298815522463,1.467159683806979
1991,0.63393766,0.74532664,0.7297366,0.69521004,1.577442180864482,1.341693626281598,1.370357419605358,1.4384142101182569
1992,0.64758974,0.6587366,0.71737516,0.7023037,1.5441875208759923,1.5180574760631016,1.3939707656263216,1.423885406240895
1993,0.6704509,0.71384144,0.7373352,0.675689,1.4915334761697323,1.400871322895806,1.3562352551632797,1.4799708543795176
1994,0.65596354,0.75098616,0.7563342,0.6691,1.524474972926538,1.3315824642284186,1.3221668662329848,1.4945449411102356
1995,0.6417035,0.7402836,0.74999225,0.65049094,1.558352137906769,1.350833638086239,1.333347108771335,1.5373004281789762
1996,0.7030156,0.66630733,0.74244666,0.6737912,1.4224434902449374,1.500808943228341,1.3468981039785206,1.484139234653307
