Year,图书馆_Mean_Cosine_Similarity,米饭_Mean_Cosine_Similarity,衣服_Mean_Cosine_Similarity,运输_Mean_Cosine_Similarity,图书馆_Semantic_Breadth,米饭_Semantic_Breadth,衣服_Semantic_Breadth,运输_Semantic_Breadth
1997,0.6668464,0.66378456,0.7170262,0.67285216,1.499595721277753,1.5065128882552143,1.3946492278321418,1.486210584744626
1998,0.7034201,0.7148383,0.72435224,0.6814026,1.4216255638828883,1.398917718398495,1.3805438072829437,1.4675611236105826
1999,0.64938474,0.71229744,0.7181059,0.7032322,1.5399191619393644,1.403907896392814,1.3925522447301246,1.42200536196847
2000,0.68266433,0.7410752,0.7307866,0.6623363,1.4648487537158803,1.349390690828146,1.368388487806231,1.5098070500971053
2001,0.68916434,0.7294853,0.72284526,0.69617736,1.4510327090925743,1.3708295924773906,1.383421958219826,1.4364155638763902
2002,0.7045995,0.71012604,0.7312651,0.6700891,1.4192459694085668,1.408200714155135,1.3674930776495724,1.4923387975517313
2003,0.66001076,0.7165327,0.70689285,0.6895688,1.5151268253286352,1.395609704807018,1.4146415582054646,1.4501815837002967
2004,0.6324194,0.6643166,0.6339225,0.62030953,1.58122914690784,1.5053063676681189,1.5774798539413688,1.6120983942930318
2005,0.65499157,0.687043,0.71444094,0.65412974,1.5267372133878303,1.4555129500118378,1.3996958201551266,1.5287487074553718
2006,0.6580787,0.7133234,0.71477467,0.63058025,1.5195751584496964,1.4018886523517158,1.3990423058708903,1.5858409863488232
2007,0.66754216,0.6896737,0.6924719,0.6858391,1.4980327244995513,1.449961000984806,1.4441018747948722,1.4580678993585436
2008,0.66163254,0.6730802,0.6852711,0.6884463,1.5114129714084743,1.4857070393818432,1.4592765153791778,1.452546152399627
2009,0.63414717,0.6744488,0.6909913,0.6747218,1.5769210235633726,1.4826922629947772,1.447196260472996,1.48209237264501
2010,0.6440905,0.6482184,0.7087966,0.65713227,1.552576914125381,1.542689948783022,1.410841941485922,1.5217636521131808
2011,0.6395314,0.70241433,0.70269245,0.6531425,1.5636449448607193,1.423661152472681,1.4230976884566524,1.5310594271007627
2012,0.66580665,0.6723727,0.7135979,0.68456227,1.501937534454954,1.4872703811572174,1.4013494277486167,1.460787498599266
2013,0.6549295,0.69495445,0.7008899,0.67606825,1.5268818574332808,1.4389432184380655,1.4267576416698011,1.4791406124711186
2014,0.67574316,0.6983081,0.6949331,0.68150747,1.4798521913341247,1.4320326304966358,1.4389874023108071,1.4673353508606677
2015,0.6694189,0.73428214,0.72002435,0.7071002,1.4938329986194443,1.3618743409682923,1.3888419242245285,1.4142266997202182
2016,0.6498295,0.6981251,0.7068567,0.67751265,1.538865178360956,1.4324079819708628,1.4147138464610431,1.4759872104456004
2017,0.6379011,0.6867422,0.699818,0.66015315,1.5676410608841822,1.45615053158314,1.4289429229099604,1.5148000114125444
2018,0.6903223,0.66244155,0.7088505,0.6711105,1.4485987618728395,1.5095671421212578,1.4107346976734487,1.4900675579779536
2019,0.6363914,0.6606116,0.6408345,0.6590297,1.571360012048468,1.5137487070549147,1.560465274397733,1.5173822458885504
2020,0.6280683,0.71047854,0.70776325,0.63859916,1.5921834545257496,1.4075020394548523,1.4129018332622134,1.5659275282725755
2021,0.6164757,0.69605786,0.6864763,0.67536724,1.622123950447976,1.4366621844159997,1.4567145497054352,1.480675914513226
2022,0.66704535,0.70836943,0.6660837,0.6734372,1.49914843531915,1.4116927582869303,1.5013128376389149,1.4849195032111182
2023,0.68022156,0.6647663,0.6967484,0.66525966,1.4701092442629935,1.5042880219436543,1.435238365240321,1.503172462113186
