Year,图书馆_Mean_Cosine_Similarity,米饭_Mean_Cosine_Similarity,衣服_Mean_Cosine_Similarity,运输_Mean_Cosine_Similarity,图书馆_Semantic_Breadth,米饭_Semantic_Breadth,衣服_Semantic_Breadth,运输_Semantic_Breadth
2009,0.66049755,0.6744488,0.68770146,0.6535728,1.5140101666680204,1.4826922629947772,1.4541193421644285,1.5300514394172364
2010,0.6441811,0.6482184,0.70988095,0.6664141,1.5523585562520328,1.542689948783022,1.408686911126997,1.5005685307899694
2011,0.65666354,0.70241433,0.7137085,0.66337776,1.5228498974220357,1.423661152472681,1.4011322158382271,1.5074367238737094
2012,0.6938129,0.6819483,0.73861796,0.6634361,1.4413107485930927,1.4663868124253463,1.3538798928627311,1.5073041363138109
2013,0.65533644,0.69118553,0.71066433,0.7045209,1.525933764030938,1.4467895388554617,1.407134078768468,1.4194043451640324
2014,0.65662163,0.7023764,0.7147821,0.68157536,1.5229470775215197,1.4237379900968448,1.399027722857152,1.46718919395883
2015,0.6757955,0.73428214,0.7368542,0.69342464,1.479737593168158,1.3618743409682923,1.357120589091308,1.44211777215142
2016,0.63086665,0.7047594,0.6935444,0.6796479,1.5851210475704036,1.4189239236695232,1.4418687795125091,1.4713500429726554
2017,0.6695497,0.6913148,0.69367516,0.67914206,1.4935410987805768,1.4465189753911294,1.4415969564367843,1.4724459903109617
2018,0.66859776,0.67980456,0.6981631,0.6675277,1.4956675943186937,1.4710110135457175,1.4323300834193258,1.4980652286187583
2019,0.66375476,0.67055595,0.63089985,0.66681343,1.5065805300792738,1.4912998701696043,1.5850376338849228,1.4996698480496542
2020,0.598146,0.7043133,0.71406454,0.67842215,1.6718325697729748,1.4198227279743705,1.4004336388560448,1.4740084703658
2021,0.6606281,0.68504786,0.7011726,0.6449789,1.5137110118644832,1.459752013278117,1.4261823891822012,1.5504383626206573
2022,0.633307,0.70836943,0.65922165,0.68259573,1.5790130716542896,1.4116927582869303,1.5169404725393638,1.464995979761189
2023,0.66976476,0.66783106,0.6957775,0.6745711,1.49306154036189,1.4973846755535754,1.4372411219571242,1.482423431125013
