Year,图书馆_Mean_Cosine_Similarity,米饭_Mean_Cosine_Similarity,衣服_Mean_Cosine_Similarity,运输_Mean_Cosine_Similarity,图书馆_Semantic_Breadth,米饭_Semantic_Breadth,衣服_Semantic_Breadth,运输_Semantic_Breadth
1979,0.6743609,0.7296051,0.7123145,0.68814284,1.4828855625178874,1.3706044944007478,1.403874298427517,1.453186675133158
1980,0.6391359,0.7198024,0.7221595,0.7238194,1.5646124782603543,1.3892702057256043,1.3847356342027362,1.3815601439893723
1981,0.6713311,0.6969345,0.7429457,0.6547767,1.4895779275751444,1.4348550252334358,1.3459934406027971,1.5272382349915752
1982,0.66127,0.7340507,0.7132676,0.6975135,1.5122415445090125,1.3623037374484657,1.4019983044537545,1.433663965353923
1983,0.65121925,0.6849777,0.72100335,0.66254216,1.5355811454993142,1.4599015194806064,1.3869561008459603,1.509337901562424
1984,0.6452242,0.71154654,0.7114512,0.7060148,1.549848841568264,1.405389448783148,1.4055778361065567,1.4164008785844244
1985,0.6537334,0.72703856,0.7061119,0.66783315,1.5296756166627734,1.375442860746586,1.4162061122726266,1.4973799980561175
1986,0.6290574,0.7143195,0.70999116,0.68591535,1.589680032807041,1.3999337299246606,1.4084682464892635,1.4579058460602636
1987,0.65137947,0.73121715,0.6984733,0.698261,1.5352034445506515,1.367582811179978,1.4316940049257425,1.4321292005139448
1988,0.66257083,0.732521,0.7256748,0.6796297,1.509272591613565,1.3651485805591252,1.3780277183951148,1.4713895291596586
1989,0.67449915,0.7612941,0.7231857,0.6496799,1.4825815480048192,1.3135527586210136,1.3827706701443323,1.5392195467448089
1990,0.6352577,0.7676478,0.7346121,0.7137269,1.5741642596784944,1.3026807297744474,1.361262617501407,1.4010961764104106
1991,0.66138655,0.74532664,0.7271955,0.6809011,1.5119751086518165,1.341693626281598,1.3751460208079855,1.4686420466358097
1992,0.6443795,0.6587366,0.7357122,0.6900496,1.551880538279258,1.5180574760631016,1.3592272086286847,1.4491712137855464
1993,0.67842484,0.71384144,0.741302,0.70048654,1.4740026427507098,1.400871322895806,1.348977855081264,1.4275791778468296
1994,0.67616916,0.75098616,0.7276279,0.6990795,1.4789198673229291,1.3315824642284186,1.3743288795394988,1.4304524458486465
1995,0.6787089,0.7402836,0.7400092,0.6690036,1.473385694335376,1.350833638086239,1.3513345716984229,1.4947602543046528
1996,0.68227375,0.66630733,0.76002884,0.68848854,1.4656873528281715,1.500808943228341,1.3157395463693993,1.4524569945548065
1997,0.65812826,0.66378456,0.7159029,0.71254903,1.5194606559218082,1.5065128882552143,1.3968374282669898,1.4034121959358037
1998,0.66847295,0.7148383,0.7300696,0.6282013,1.4959468538664116,1.398917718398495,1.369732461882176,1.5918464203462244
1999,0.64462584,0.71229744,0.7247645,0.67081004,1.5512874817603322,1.403907896392814,1.3797584791716062,1.4907349841061104
2000,0.6559564,0.7410752,0.704055,0.65386593,1.5244915958223817,1.349390690828146,1.420343558371542,1.52936549970146
2001,0.6803269,0.7294853,0.7074419,0.6769029,1.4698816566440258,1.3708295924773906,1.4135435902854063,1.4773167827612377
2002,0.6849386,0.71012604,0.7299416,0.68065995,1.4599848599334997,1.408200714155135,1.369972599267637,1.4691623920636654
2003,0.67151546,0.7165327,0.7081954,0.6647298,1.4891689803801829,1.395609704807018,1.4120396948309846,1.5043707068891077
2004,0.6117928,0.6643166,0.6463008,0.61458707,1.6345403139851409,1.5053063676681189,1.5472671723510043,1.6271087550649497
2005,0.67877245,0.687043,0.7226435,0.6570386,1.4732477736041516,1.4555129500118378,1.383808208977506,1.5219805286612087
2006,0.66984046,0.7133234,0.7126956,0.68348926,1.492892811195671,1.4018886523517158,1.4031235803352131,1.4630807739778169
2007,0.6430711,0.6896737,0.68219215,0.66762275,1.5550379680382036,1.449961000984806,1.4658626674652488,1.4978519042883438
2008,0.6568716,0.6730802,0.6823756,0.6851439,1.5223674982489417,1.4857070393818432,1.4654685565089087,1.4595474286780108
