Year,Control Words,Sentence With Control Words,Context Words
1979,衣服,1,"['剪裁', '缝制', '有', '的', '顾客', '看中', '了', '某', '一件', '但', '领子', '或', '袖口', '稍微', '有点', '不', '合适', '他们']"
1979,衣服,2,"['市场', '上', '已', '成为', '滞销产品', '而', '羊', '栲里革', '羊皮', '革却', '很', '畅销', '他们', '立即行动', '淘汰', '老', '产品', '改为']"
1979,衣服,3,"['劝', '他', '吃', '得', '好', '一些', '穿', '几件', '好', '他', '说', '群众', '还', '没有', '普遍', '富裕', '起来', '我']"
1979,衣服,4,"['接着', '越南', '公安人员', '把', '被俘', '人员', '脱下', '的', '帽子', '鞋袜', '扔', '到', '中国', '一侧', '疯狂', '地', '把']"
1979,衣服,5,"['每当', '顾客', '前来', '理发', '她', '总是', '帮助', '放', '挂', '帽子']"
1979,衣服,6,"['穿', '的', '都', '是', '平时', '在家', '穿', '的', '普通']"
1979,衣服,7,"['到', '抓饭', '包子', '每人', '还', '做', '了', '一套', '新', '不再', '为', '生活', '打饥荒', '了']"
1979,衣服,8,"['越南', '武装', '公安人员', '二月', '十九日', '为了', '抢夺', '边民', '的', '化装', '逃命', '悍然', '集体', '屠杀', '了', '十五名', '沙族', '居民']"
1979,衣服,9,"['的话', '说', '社会', '生产', '一方面', '是', '生活资料', '即', '食物', '住房', '以及', '为此', '所', '必需', '的', '工具', '的', '生产']"
1979,衣服,10,"['我们', '需要', '一件', '或', '某种', '其它', '商品', '只能', '和', '商店', '见面', '不', '和', '商店', '见面', '不', '需要', '也', '不', '准许', '买', '的', '人', '到', '生产', '的', '工厂', '或', '纺织厂', '也', '不', '准许', '买', '的', '人', '到', '生产', '的', '工厂', '或', '纺织厂', '见面']"
1979,衣服,11,"['人们', '穿', '的', '和', '各种', '日用品', '生产工具', '等', '都', '要', '仰赖', '内地']"
1979,衣服,12,"['不少', '尸体', '完好', '成为', '干尸', '毛发', '肌体', '以及', '随身', '大多', '未朽']"
1979,衣服,13,"['老', '布鞋', '足有', '两斤', '重吧', '也', '太大', '了', '不合身']"
1979,衣服,14,"['她', '自己', '除了', '几件', '上班', '穿', '的', '应面', '外', '其余', '和', '孩子', '们', '的', '多', '除了', '几件', '上班', '穿', '的', '应面', '外', '其余', '和', '孩子', '们', '的', '多', '是', '自己', '用', '应面', '外', '其余', '和', '孩子', '们', '的', '多', '是', '自己', '用', '旧衣服', '改', '的']"
1979,衣服,15,"['几种', '只能', '用来', '制作', '被', '里', '或是', '老年人', '的', '派', '不了', '多少', '用场']"
1979,衣服,16,"['起来', '穿', '上']"
1979,衣服,17,"['刘桂生', '在家', '娇生惯养', '从来', '就', '没', '自己', '洗', '过', '乍', '到', '连队', '还是', '老', '习惯', '穿脏', '了', '洗', '过', '乍', '到', '连队', '还是', '老', '习惯', '穿脏', '了', '往', '柜子', '里', '一掖', '等到', '该', '换衣服']"
1979,衣服,18,"['人气', '得', '冲进', '小楼', '把', '楼', '里边', '的', '棉被', '等', '物品', '从', '窗户', '扔', '了', '出来']"
1979,衣服,19,"['他', '飞快', '地向', '水边', '跑', '去', '也', '没脱', '就', '跳进', '水', '里']"
1979,衣服,20,"['部队', '设计', '的', '服装', '用具', '餐具', '等', '样品', '连', '缝子', '缝', '多少', '针', '口袋', '怎么', '开', '法', '帽子']"
1979,衣服,21,"['一名', '越军', '下士', '说', '我们', '穿', '的', '胶鞋', '坐', '的', '汽车', '都', '是', '中国', '支援', '的']"
1979,衣服,22,"['情况', '我', '一贫如洗', '既', '没有', '钱', '也', '没有', '工作', '褴褛不堪', '把', '一切', '仅', '有', '的', '东西', '都', '送']"
1979,衣服,23,"['他们', '常年累月', '在', '野外工作', '参加', '劳动', '翻山越岭', '鞋袜', '破得', '快', '粮食', '吃', '得', '多', '但', '基本工资']"
1979,衣服,24,"['有', '的', '该', '做', '四件', '的', '只', '做', '了', '三件']"
1979,衣服,25,"['开', '在', '胳膊', '为了', '追歼', '敌人', '谁', '还', '顾得上', '挂花']"
1979,衣服,26,"['船员', '对策', '总部', '临时', '筹集', '了', '大量', '毛毯', '和', '并', '派出', '上', '百名', '町', '政府', '职员', '和', '渔民']"
1979,衣服,27,"['后', '学生', '不但', '免费', '每人每年', '还发', '一套', '的确', '凉']"
1979,衣服,28,"['见势不妙', '想要', '逃跑', '小王', '手疾眼快', '一把', '抓住', '他', '的', '严厉', '喝道', '站住']"
1979,衣服,29,"['盛泽', '的', '名牌产品', '平挺', '滑润', '轻薄', '柔软', '是', '妇女', '的', '佳料']"
1979,衣服,30,"['只好', '用', '黑线', '缝白', '成', '了', '怪物']"
1979,衣服,31,"['在', '进入', '麦加', '之前', '必须', '换', '去', '平常', '的', '披上', '两块', '白布', '赤足', '穿', '草鞋', '不', '理发', '不修容']"
1979,衣服,32,"['这时', '王娟', '赶忙', '帮', '他', '缝好', '缀', '上', '扣子']"
1979,衣服,33,"['了', '换衣服', '的', '季节', '才', '想到', '要', '去', '做', '那', '就', '太晚', '了']"
1979,衣服,34,"['孩子', '接', '了', '过来', '抱回', '营房', '给', '她们', '换上', '又', '用', '大衣', '把', '她们', '裹好', '送', '回家', '去']"
1979,衣服,35,"['驻', '在', '边远地区', '的', '雷达', '部队', '给', '干部战士', '缝补']"
1979,衣服,36,"['阿妮', '每个', '星期天', '都', '带', '着', '洗', '干净', '的', '去', '看望', '她', '返厂', '时', '又', '把', '她', '的', '看望', '她', '返厂', '时', '又', '把', '她', '的', '脏', '带', '回来', '洗']"
1979,衣服,37,"['据', '印尼政府', '发言人', '说', '大米', '以及', '药品', '等', '救济', '物品', '已', '陆续', '运往', '灾区']"
1979,衣服,38,"['我们', '发', '一寸', '布票', '我', '身上', '穿', '的', '这套', '还是', '去年', '我', '兄弟', '死后', '从', '他', '身上', '脱下来']"
1979,衣服,39,"['六', '时', '离开', '柜台', '就', '急忙', '换上', '过节', '的', '和', '他', '的', '老伴', '一起', '兴冲冲', '地', '来到', '大会堂']"
1979,衣服,40,"['下班', '或是', '走路', '坐', '公共汽车', '都', '留心', '观察', '人们', '上', '的', '扣子']"
1979,衣服,41,"['就业', '并', '发给', '每个', '释放', '的', '罪犯', '一套', '新', '必要', '的', '生活用品', '和', '一些', '零用钱', '还', '组织', '他们']"
1979,衣服,42,"['帽徽', '奖章', '全扒掉', '了', '有', '的', '换上', '老百姓', '的', '溜掉', '了']"
1979,衣服,43,"['她', '把', '学生', '当', '亲人', '孩子', '们', '破', '了', '她', '给', '缝补', '头发', '长', '了', '她']"
1979,衣服,44,"['外国', '或', '当地', '专门', '商店', '购买', '一些', '日用', '工业品', '食品', '然后', '转手', '向', '古巴人', '倒卖', '从中', '牟取暴利']"
1979,衣服,45,"['不谈', '许多', '人', '直接', '到', '缝纫', '工厂', '去', '定做', '的', '事实', '只', '说', '一下', '市场', '上', '出售', '的']"
1979,衣服,46,"['金', '贺喜', '和', '李向前', '就', '把', '这部', '原稿', '和', '包', '在', '一起', '珍贵', '地', '保存', '了', '起来']"
