Year,图书馆_Mean_Cosine_Similarity,米饭_Mean_Cosine_Similarity,衣服_Mean_Cosine_Similarity,运输_Mean_Cosine_Similarity,图书馆_Semantic_Breadth,米饭_Semantic_Breadth,衣服_Semantic_Breadth,运输_Semantic_Breadth
1979,0.6753091,0.7296051,0.70884454,0.6879574,1.4808033358379362,1.3706044944007478,1.410746560125014,1.4535783628674728
1980,0.6484818,0.7198024,0.7201658,0.7172162,1.5420633565995592,1.3892702057256043,1.3885691532386384,1.3942797287867064
1981,0.6822138,0.6969345,0.70260906,0.69347894,1.465816177467628,1.4348550252334358,1.423266584231322,1.4420048534351626
1982,0.63752043,0.7340507,0.7243148,0.68854475,1.568577176612392,1.3623037374484657,1.3806151521241057,1.4523384278069755
1983,0.65274745,0.6849777,0.69986004,0.67399436,1.5319860637358995,1.4599015194806064,1.428857125750839,1.4836919355036975
1984,0.6691794,0.71154654,0.7267596,0.6968164,1.494367623954003,1.405389448783148,1.3759707924290676,1.4350982867574646
1985,0.6522577,0.72703856,0.7256664,0.6875807,1.5331364111051855,1.375442860746586,1.3780436779271572,1.4543747274762064
1986,0.6528112,0.7143195,0.69044155,0.66668504,1.5318363950036316,1.3999337299246606,1.448348526682394,1.499958650417577
1987,0.65371644,0.73121715,0.7173885,0.6676695,1.529715226985226,1.367582811179978,1.393944822197677,1.4977470699589837
1988,0.6511231,0.732521,0.7106252,0.6861074,1.535807883407163,1.3651485805591252,1.4072116213700832,1.4574977682162722
1989,0.6683247,0.7612941,0.7404915,0.7200213,1.4962786600964555,1.3135527586210136,1.3504543769307338,1.388847787735598
1990,0.68076503,0.7676478,0.73719203,0.69454926,1.468935611944726,1.3026807297744474,1.356498650148811,1.4397826820325037
1991,0.65293247,0.74532664,0.7169883,0.6738514,1.531551965152963,1.341693626281598,1.394722849683783,1.4840067755531674
1992,0.67197144,0.6587366,0.7287227,0.7008927,1.4881584841326934,1.5180574760631016,1.3722641158494342,1.4267519390208103
1993,0.66696197,0.71384144,0.73890054,0.69725865,1.4993358663028222,1.400871322895806,1.3533621141249432,1.4341880135841338
1994,0.6647116,0.75098616,0.72753567,0.67538434,1.50441185041979,1.3315824642284186,1.3745030629550674,1.4806384110801902
1995,0.6721366,0.7402836,0.7585587,0.66695803,1.4877927981894512,1.350833638086239,1.3182895568405557,1.499344709808548
1996,0.68965733,0.66630733,0.7361634,0.6835444,1.449995462610615,1.500808943228341,1.3583941149589678,1.4629627627273594
1997,0.6546848,0.66378456,0.7273649,0.7009399,1.5274526420211314,1.5065128882552143,1.374825762314968,1.4266558501745774
1998,0.66581386,0.7148383,0.7268303,0.69060266,1.5019212653181329,1.398917718398495,1.3758369662795944,1.4480106400699442
1999,0.668859,0.71229744,0.72770387,0.7081441,1.495083407060246,1.403907896392814,1.374185354961915,1.412141907281961
2000,0.6643971,0.7410752,0.7142002,0.65503854,1.5051239223973587,1.349390690828146,1.40016763071436,1.526627741208764
2001,0.72578996,0.7294853,0.70390385,0.67045057,1.3778090760782755,1.3708295924773906,1.420648565097374,1.491534271774902
2002,0.68036294,0.71012604,0.7377291,0.69394463,1.4698037495150946,1.408200714155135,1.3555111722996775,1.4410371554668993
2003,0.6693857,0.7165327,0.7169906,0.6499549,1.493907088848261,1.395609704807018,1.3947184437480225,1.5385682558122686
2004,0.5934365,0.6643166,0.625145,0.643846,1.685100317269259,1.5053063676681189,1.599628839782029,1.5531664997676806
2005,0.64850503,0.687043,0.73006,0.681603,1.542008080985218,1.4555129500118378,1.36975046647008,1.4671296616533167
2006,0.6730467,0.7133234,0.71407616,0.67540425,1.4857809836297862,1.4018886523517158,1.400410844217255,1.48059476836187
2007,0.6419574,0.6896737,0.6958273,0.65818954,1.5577357571192816,1.449961000984806,1.4371381984564904,1.5193192030708744
2008,0.6787754,0.6730802,0.7118807,0.6777018,1.47324130516066,1.4857070393818432,1.4047297849452285,1.475575308209386
2009,0.65523124,0.6744488,0.7081695,0.6479913,1.5261787639284647,1.4826922629947772,1.4120912746137504,1.543230596725932
2010,0.6460616,0.6482184,0.70669526,0.65990126,1.5478400219944155,1.542689948783022,1.4150370867867836,1.5153782218647014
2011,0.64526683,0.70241433,0.7136052,0.6497203,1.549746480184663,1.423661152472681,1.4013350306945802,1.5391238088388255
2012,0.6747292,0.6793907,0.71497023,0.65858096,1.4820760068967722,1.4719070456652033,1.398659631636295,1.5184162046780951
2013,0.6968777,0.6829271,0.7174298,0.6846639,1.434971981756581,1.4642851937336,1.3938645658301123,1.46057067122705
2014,0.66875964,0.7109514,0.713427,0.67242396,1.4953055390298955,1.406565929885557,1.4016850916915156,1.4871570040674025
2015,0.6420489,0.73428214,0.72368884,0.6810631,1.55751377695431,1.3618743409682923,1.381809340604493,1.4682926987225922
2016,0.65671897,0.7037259,0.695509,0.6975481,1.522721356742963,1.4210078616457409,1.4377958822337182,1.4335929125350393
2017,0.6579096,0.6923248,0.7150161,0.6881644,1.5199657253364796,1.4444087156550556,1.398569854234502,1.453141111549859
2018,0.65581095,0.67897135,0.7053838,0.6715608,1.5248296733469169,1.4728161942557836,1.4176679868883666,1.4890683976571772
2019,0.6712772,0.66104084,0.6466604,0.62994736,1.4896974941669732,1.51276583178733,1.5464067682284373,1.5874342153381622
2020,0.5897152,0.69688165,0.71095073,0.65378726,1.6957338545766991,1.4349638813199137,1.4065672270450462,1.5295495467570084
2021,0.6520379,0.684833,0.7085505,0.6501792,1.5336531381437395,1.460210028363934,1.4113319826153596,1.5380374960224863
2022,0.6407194,0.70836943,0.6866604,0.6564645,1.5607455908597694,1.4116927582869303,1.45632395130314,1.5233115788076377
2023,0.64885074,0.66014063,0.69422084,0.6681218,1.5411865008241388,1.5148287336476538,1.4404638135885066,1.4967330477114205
