Year,Control Word,Mean Cosine Similarity,Semantic Breadth
2010,衣服,0.70378065,1.4208972617357811
2010,米饭,0.6482184,1.5426899487830221
2010,图书馆,0.68226355,1.4657092488583612
2010,运输,0.6654161,1.5028190146213263
2011,衣服,0.69173557,1.4456391280711895
2011,米饭,0.70241433,1.423661152472681
2011,图书馆,0.65641236,1.5234326107904532
2011,运输,0.65861624,1.5183348541826343
2012,衣服,0.7108706,1.4067257343563833
2012,米饭,0.6831402,1.4638283229029165
2012,图书馆,0.6785479,1.4737352695349542
2012,运输,0.6928907,1.4432290615123198
2013,衣服,0.72692543,1.3756569175333937
2013,米饭,0.7020779,1.4243433158900147
2013,图书馆,0.69081736,1.4475606195414112
2013,运输,0.6694442,1.4937764715204949
2014,衣服,0.6856201,1.4585336070870416
2014,米饭,0.6984023,1.4318395295276722
2014,图书馆,0.6536557,1.5298573668244713
2014,运输,0.68415064,1.4616664037031077
2015,衣服,0.7192923,1.3902554268320069
2015,米饭,0.73428214,1.3618743409682925
2015,图书馆,0.64029384,1.5617829547134388
2015,运输,0.6919505,1.4451900822146397
2016,衣服,0.7108884,1.4066905860517653
2016,米饭,0.707459,1.4135095295450608
2016,图书馆,0.66983336,1.4929086196321228
2016,运输,0.6649473,1.5038786428496902
2017,衣服,0.717193,1.394324804600074
2017,米饭,0.6956278,1.4375503504589013
2017,图书馆,0.65233356,1.532958083086044
2017,运输,0.6719825,1.4881339322809766
2018,衣服,0.7205639,1.387801992148932
2018,米饭,0.6820424,1.466184464202864
2018,图书馆,0.6280666,1.5921878364565039
2018,运输,0.7019265,1.4246505269491718
2019,衣服,0.62699974,1.594897003700813
2019,米饭,0.6631447,1.5079664942194313
2019,图书馆,0.64729893,1.544881275786441
2019,运输,0.6488317,1.5412316649809519
2020,衣服,0.7051991,1.418039200836968
2020,米饭,0.70656407,1.4152998208732819
2020,图书馆,0.62265486,1.6060261821878605
2020,运输,0.64627624,1.5473259651917473
2021,衣服,0.69635105,1.4360572847405493
2021,米饭,0.6869698,1.4556680304033485
2021,图书馆,0.65056264,1.5371309884073028
2021,运输,0.64981985,1.5388880450200364
2022,衣服,0.6834242,1.4632201155507762
2022,米饭,0.70836943,1.4116927582869303
2022,图书馆,0.6240327,1.6024801875079218
2022,运输,0.68762225,1.454286857748444
2023,衣服,0.7055434,1.4173472554911044
2023,米饭,0.6574209,1.521095602669594
2023,图书馆,0.60553396,1.651435047770616
2023,运输,0.65370446,1.529743262291197
